Transaction,OFFENSE_Code,PSA_ID,AvgTmp,AvgHumid,Precip,Season,Weekend,Period
5835,Theft/Other,207,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekend,Midnight
5836,Theft/Auto,208,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
5837,Theft/Other,207,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Midnight
5838,Theft/Other,207,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
5839,Theft/Auto,208,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
5840,Theft/Other,207,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
5841,Theft/Auto,307,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
5842,Theft/Other,207,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
5843,Theft/Auto,208,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
5844,Burglary,208,Temp < 33,Humid 25-50%,Precip 0-1,Summer,Weekend,Midnight
5845,Theft/Other,102,Temp 52-71,Humid 75-100%,Precip 0-1,Summer,Weekend,Morning
5846,Theft/Other,208,Temp 52-71,Humid 75-100%,Precip 0-1,Summer,Weekend,Midnight
5847,Theft/Other,207,Temp 52-71,Humid 75-100%,Precip 0-1,Summer,Weekend,Morning
5848,Theft/Auto,301,Temp 52-71,Humid 75-100%,Precip 0-1,Summer,Weekend,Morning
5849,Theft/Other,207,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
5850,Theft/Auto,307,Temp 52-71,Humid 75-100%,Precip 0-1,Summer,Weekend,Afternoon
5851,Theft/Auto,307,Temp 52-71,Humid 75-100%,Precip 0-1,Summer,Weekend,Afternoon
5852,Theft/Other,207,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Midnight
5853,Theft/Other,102,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
5854,Theft/Auto,307,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
5855,Theft/Auto,207,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
5856,Theft/Auto,206,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
5857,Theft/Other,208,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Morning
5858,Theft/Other,207,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
5859,Theft/Other,207,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
5860,Theft/Auto,207,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Evening
5861,Theft/Other,206,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
5862,Theft/Other,207,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
5863,Theft/Auto,208,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Morning
5864,Theft/Other,206,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Morning
5865,Theft/Auto,207,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Morning
5866,Theft/Other,101,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
5867,Theft/Other,207,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekend,Evening
5868,Theft/Auto,208,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Morning
5869,Theft/Other,101,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Afternoon
5870,Theft/Other,207,Temp 33-52,Humid 50-75%,Precip 0-1,Spring,Weekday,Evening
5871,Theft/Other,207,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Morning
5872,Burglary,307,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Morning
5873,Theft/Other,207,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Afternoon
5874,Theft/Other,101,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekend,Evening
5875,Theft/Other,207,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekend,Evening
5876,Motor Vehicle Theft,208,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Midnight
5877,Theft/Auto,208,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Midnight
5878,Theft/Auto,208,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Morning
5879,Motor Vehicle Theft,208,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Morning
5880,Theft/Other,207,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Evening
5881,Robbery,301,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Morning
5882,Theft/Other,101,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
5883,Theft/Other,101,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
5884,Theft/Auto,301,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
5885,Theft/Other,301,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
5886,Theft/Other,208,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
5887,Theft/Other,101,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Evening
5888,Theft/Other,206,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Evening
5889,Burglary,207,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Morning
5890,Assault,206,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Afternoon
5891,Theft/Other,206,Temp 52-71,Humid 25-50%,Precip 0-1,Spring,Weekday,Afternoon
5892,Theft/Auto,101,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
5893,Theft/Auto,301,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
5894,Theft/Other,301,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
5895,Theft/Other,102,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekend,Evening
5896,Theft/Other,303,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekend,Evening
5897,Assault,301,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekend,Midnight
5898,Theft/Auto,208,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekend,Midnight
5899,Theft/Other,101,Temp < 33,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
5900,Theft/Auto,208,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
5901,Theft/Other,207,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekend,Morning
5902,Theft/Other,206,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
5903,Theft/Other,102,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
5904,Theft/Auto,307,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
5905,Theft/Other,308,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
5906,Theft/Other,207,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
5907,Theft/Other,206,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
5908,Theft/Auto,208,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
5909,Burglary,207,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Evening
5910,Robbery,101,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekend,Midnight
5911,Theft/Auto,307,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekend,Midnight
5912,Theft/Other,207,Temp < 33,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
5913,Theft/Auto,307,Temp < 33,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
5914,Theft/Other,102,Temp < 33,Humid 25-50%,Precip 0-1,Summer,Weekend,Evening
5915,Sex Abuse,102,Temp 52-71,Humid 75-100%,Precip 0-1,Summer,Weekend,Afternoon
5916,Theft/Other,207,Temp 52-71,Humid 75-100%,Precip 0-1,Summer,Weekend,Evening
5917,Theft/Other,102,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Morning
5918,Robbery,101,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
5919,Robbery,307,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
5920,Theft/Other,207,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Evening
5921,Theft/Other,303,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
5922,Theft/Auto,307,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
5923,Theft/Other,207,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Morning
5924,Theft/Other,206,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Morning
5925,Theft/Other,207,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
5926,Theft/Auto,301,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
5927,Theft/Auto,207,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
5928,Theft/Auto,208,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekend,Morning
5929,Theft/Auto,206,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Afternoon
5930,Theft/Other,102,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Afternoon
5931,Theft/Other,206,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Morning
5932,Theft/Other,308,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Afternoon
5933,Theft/Auto,307,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Afternoon
5934,Theft/Other,207,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Evening
5935,Motor Vehicle Theft,206,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Morning
5936,Theft/Other,207,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Morning
5937,Robbery,307,Temp 52-71,Humid 75-100%,Precip 0-1,Summer,Weekend,Evening
5938,Theft/Other,208,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Midnight
5939,Theft/Other,206,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Midnight
5940,Theft/Other,207,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Morning
5941,Theft/Other,207,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
5942,Theft/Auto,301,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
5943,Theft/Auto,208,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
5944,Theft/Other,207,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Evening
5945,Burglary,207,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Evening
5946,Burglary,206,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Evening
5947,Motor Vehicle Theft,207,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Afternoon
5948,Theft/Other,206,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Afternoon
5949,Theft/Auto,307,Temp < 33,Humid 50-75%,Precip 0-1,Summer,Weekday,Midnight
5950,Theft/Other,207,Temp < 33,Humid 50-75%,Precip 0-1,Summer,Weekday,Midnight
5951,Theft/Auto,208,Temp < 33,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
5952,Theft/Other,207,Temp < 33,Humid 50-75%,Precip 0-1,Summer,Weekday,Midnight
5953,Theft/Other,207,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Morning
5954,Robbery,206,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Afternoon
5955,Theft/Other,207,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Afternoon
5956,Theft/Auto,307,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Afternoon
5957,Theft/Other,206,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Afternoon
5958,Theft/Other,301,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Morning
5959,Theft/Other,207,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
5960,Assault,208,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
5961,Assault,206,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Morning
5962,Motor Vehicle Theft,101,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekend,Midnight
5963,Theft/Other,301,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Midnight
5964,Theft/Other,207,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Morning
5965,Theft/Auto,206,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Morning
5966,Theft/Auto,207,Temp < 33,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
5967,Theft/Other,308,Temp < 33,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
5968,Theft/Other,208,Temp < 33,Humid 50-75%,Precip 0-1,Summer,Weekday,Midnight
5969,Theft/Other,101,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Afternoon
5970,Theft/Other,206,Temp < 33,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
5971,Theft/Other,102,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
5972,Theft/Other,206,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
5973,Theft/Other,101,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
5974,Theft/Other,207,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
5975,Theft/Other,206,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
5976,Theft/Other,301,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
5977,Theft/Other,207,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
5978,Theft/Auto,208,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
5979,Theft/Other,208,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Morning
5980,Theft/Other,206,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
5981,Theft/Other,207,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
5982,Theft/Other,208,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Evening
5983,Theft/Other,206,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
5984,Theft/Other,207,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
5985,Robbery,307,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
5986,Robbery,102,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
5987,Theft/Other,207,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
5988,Theft/Other,207,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
5989,Burglary,207,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
5990,Theft/Auto,307,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekend,Afternoon
5991,Theft/Other,208,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekend,Afternoon
5992,Motor Vehicle Theft,208,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekend,Afternoon
5993,Theft/Other,207,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekend,Afternoon
5994,Theft/Other,208,Temp 33-52,Humid 25-50%,Precip 0-1,Spring,Weekend,Afternoon
5995,Theft/Other,206,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
5996,Sex Abuse,207,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
5997,Sex Abuse,206,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Afternoon
5998,Motor Vehicle Theft,308,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Afternoon
5999,Theft/Other,207,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6000,Theft/Auto,101,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6001,Theft/Other,101,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Evening
6002,Theft/Other,102,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Evening
6003,Theft/Other,207,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Evening
6004,Theft/Other,301,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Afternoon
6005,Theft/Other,101,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Afternoon
6006,Theft/Auto,103,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Afternoon
6007,Theft/Other,301,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Afternoon
6008,Theft/Other,101,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Afternoon
6009,Theft/Auto,301,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Afternoon
6010,Theft/Other,207,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Afternoon
6011,Theft/Auto,206,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
6012,Theft/Auto,207,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
6013,Theft/Other,102,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Evening
6014,Theft/Auto,307,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Evening
6015,Theft/Other,206,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Evening
6016,Theft/Auto,207,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Afternoon
6017,Assault,207,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Afternoon
6018,Theft/Auto,208,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Afternoon
6019,Theft/Auto,301,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Evening
6020,Theft/Other,307,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Afternoon
6021,Theft/Other,101,Temp < 33,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
6022,Theft/Auto,208,Temp < 33,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
6023,Theft/Other,207,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Afternoon
6024,Theft/Other,207,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Afternoon
6025,Theft/Auto,307,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Afternoon
6026,Theft/Other,101,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Afternoon
6027,Theft/Other,104,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Afternoon
6028,Theft/Other,208,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Afternoon
6029,Theft/Auto,102,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Midnight
6030,Theft/Other,207,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6031,Theft/Other,307,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6032,Theft/Auto,208,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6033,Theft/Other,207,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Evening
6034,Theft/Other,101,Temp < 33,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
6035,Theft/Other,101,Temp < 33,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
6036,Theft/Auto,208,Temp < 33,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
6037,Theft/Auto,208,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
6038,Theft/Other,207,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
6039,Theft/Other,207,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
6040,Theft/Other,206,Temp 33-52,Humid 50-75%,Precip 0-1,Spring,Weekday,Evening
6041,Theft/Auto,208,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
6042,Theft/Other,301,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Afternoon
6043,Theft/Auto,206,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Afternoon
6044,Theft/Auto,305,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Afternoon
6045,Motor Vehicle Theft,207,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Afternoon
6046,Theft/Other,102,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Afternoon
6047,Theft/Auto,208,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
6048,Theft/Other,206,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
6049,Assault,208,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
6050,Theft/Other,207,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
6051,Theft/Auto,102,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
6052,Theft/Other,101,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
6053,Theft/Other,102,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
6054,Theft/Auto,208,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6055,Theft/Other,102,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6056,Robbery,301,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Midnight
6057,Theft/Auto,208,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6058,Theft/Other,301,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
6059,Theft/Other,301,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
6060,Theft/Auto,207,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
6061,Theft/Other,307,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Afternoon
6062,Theft/Other,207,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
6063,Theft/Other,207,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
6064,Theft/Auto,102,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
6065,Theft/Other,307,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
6066,Burglary,307,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6067,Theft/Auto,206,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6068,Theft/Auto,207,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6069,Theft/Other,207,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6070,Theft/Other,207,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6071,Theft/Other,208,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
6072,Theft/Other,101,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6073,Motor Vehicle Theft,208,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Morning
6074,Theft/Other,101,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6075,Theft/Other,102,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6076,Theft/Other,207,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6077,Theft/Other,101,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
6078,Robbery,301,Temp 52-71,Humid 75-100%,Precip 0-1,Summer,Weekday,Midnight
6079,Theft/Other,301,Temp 52-71,Humid 75-100%,Precip 0-1,Summer,Weekday,Midnight
6080,Theft/Other,207,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Evening
6081,Theft/Other,207,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6082,Theft/Other,303,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Evening
6083,Theft/Auto,208,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekend,Midnight
6084,Assault,102,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
6085,Burglary,207,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
6086,Theft/Other,208,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
6087,Theft/Other,208,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
6088,Theft/Other,207,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
6089,Theft/Other,207,Temp 52-71,Humid 75-100%,Precip 0-1,Summer,Weekday,Evening
6090,Robbery,101,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
6091,Theft/Other,206,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Evening
6092,Theft/Other,301,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Evening
6093,Theft/Other,208,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
6094,Theft/Other,208,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6095,Theft/Other,208,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6096,Theft/Other,102,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6097,Theft/Auto,307,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6098,Theft/Other,208,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
6099,Theft/Auto,101,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
6100,Theft/Other,206,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
6101,Theft/Auto,102,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
6102,Theft/Other,208,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
6103,Theft/Other,305,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Midnight
6104,Assault,301,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Midnight
6105,Theft/Other,208,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
6106,Theft/Other,206,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
